                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.0908,                0.97483,                 1.4453,                0.75146,                0.73591,                0.76986,                0.42255,                 1.6714,                 1.0518,                 2.1396,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.0771,                0.94408,                 1.4238,                0.77158,                0.71887,                 0.7619,                0.41632,                 1.6473,                 1.0636,                 2.0909,                0.00703,                0.00703,                0.00703
                    152,                 1.0696,                0.92939,                  1.419,                0.70739,                0.75283,                0.75958,                0.41552,                 1.6416,                 1.0756,                 2.0879,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.0668,                0.95285,                 1.4272,                0.75738,                0.72642,                0.76359,                 0.4196,                 1.6473,                   1.07,                 2.1097,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.0732,                 0.9488,                 1.4218,                 0.7893,                0.70189,                0.76207,                0.41747,                 1.6537,                 1.0854,                 2.1133,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.0651,                0.93931,                 1.4243,                0.73775,                0.73585,                0.76053,                0.42491,                 1.6535,                 1.0532,                 2.1131,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.0678,                0.93409,                 1.4231,                0.75533,                0.73208,                0.76216,                0.41796,                 1.6928,                 1.0686,                 2.1498,               0.006931,               0.006931,               0.006931
                    157,                 1.0592,                0.92323,                 1.4082,                0.76015,                0.72642,                0.76013,                0.42002,                   1.66,                 1.0838,                 2.1265,              0.0069112,              0.0069112,              0.0069112
                    158,                  1.075,                0.93777,                  1.429,                0.74973,                0.73019,                0.76637,                0.42448,                 1.6671,                 1.0923,                 2.0973,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0416,                0.91554,                 1.4065,                0.76018,                0.71887,                 0.7676,                0.42399,                 1.6359,                 1.1007,                 2.0888,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0518,                0.90627,                 1.4074,                0.78196,                0.70371,                0.77748,                  0.434,                  1.638,                 1.0748,                 2.0951,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.0599,                0.92171,                 1.4185,                0.74954,                0.71698,                 0.7636,                0.42568,                 1.6473,                 1.0519,                 2.0946,               0.006832,               0.006832,               0.006832
                    162,                 1.0496,                0.91673,                 1.4112,                0.73648,                0.72453,                0.75056,                0.42093,                 1.6555,                 1.0624,                 2.1164,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.0508,                0.92888,                 1.4111,                0.74759,                0.72453,                0.76116,                0.41374,                 1.6595,                 1.0667,                 2.1022,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0484,                0.93925,                 1.4059,                0.75518,                0.72642,                0.75928,                0.41314,                 1.6538,                 1.0664,                 2.1171,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0479,                0.90787,                 1.4063,                0.75362,                0.71565,                0.75098,                0.41359,                 1.6604,                 1.0822,                 2.1086,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.0473,                0.92749,                 1.4046,                 0.7955,                0.68302,                 0.7578,                0.42156,                 1.6419,                  1.059,                 2.1103,               0.006733,               0.006733,               0.006733
                    167,                 1.0405,                0.90451,                 1.4034,                0.75675,                0.71613,                0.75981,                0.42298,                 1.6376,                  1.049,                 2.1024,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0355,                 0.8992,                 1.4009,                0.74154,                0.71457,                 0.7558,                0.42001,                 1.6458,                 1.0692,                 2.1129,              0.0066934,              0.0066934,              0.0066934
