                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.0796,                 0.7689,                 1.1665,                0.76066,                0.69892,                0.75081,                0.44522,                  1.436,                 1.0683,                 1.4264,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.0842,                0.76635,                 1.1662,                0.75843,                0.70214,                 0.7513,                0.44531,                 1.4367,                 1.0684,                  1.427,                0.00703,                0.00703,                0.00703
                    152,                 1.0757,                0.76459,                 1.1648,                0.75822,                0.70264,                0.75118,                0.44511,                 1.4371,                 1.0687,                 1.4274,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.0785,                 0.7632,                 1.1636,                0.75685,                0.70176,                0.75126,                0.44494,                 1.4382,                 1.0683,                 1.4284,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.0774,                 0.7647,                 1.1649,                0.75651,                0.70237,                0.75136,                0.44477,                 1.4389,                 1.0685,                 1.4289,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.0743,                0.75825,                  1.159,                0.75771,                0.70131,                0.75149,                0.44481,                 1.4393,                 1.0689,                 1.4296,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.0747,                0.75891,                 1.1615,                0.75499,                0.70334,                 0.7513,                0.44446,                   1.44,                 1.0692,                 1.4301,               0.006931,               0.006931,               0.006931
                    157,                  1.072,                0.76182,                 1.1613,                0.75407,                0.70174,                0.75087,                0.44465,                 1.4406,                 1.0691,                 1.4308,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.0739,                0.76229,                 1.1605,                0.75378,                0.70138,                0.75076,                 0.4443,                 1.4411,                 1.0697,                 1.4309,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0683,                0.75268,                 1.1563,                0.75455,                0.70158,                0.75078,                0.44473,                 1.4414,                 1.0703,                 1.4314,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0682,                0.75657,                 1.1612,                0.75904,                0.69936,                0.74948,                 0.4446,                  1.442,                 1.0702,                 1.4318,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.0636,                0.75011,                 1.1577,                0.76104,                 0.6957,                0.74966,                0.44477,                 1.4418,                   1.07,                 1.4317,               0.006832,               0.006832,               0.006832
                    162,                 1.0633,                0.75217,                 1.1565,                0.76042,                0.69642,                0.74898,                0.44447,                 1.4421,                 1.0703,                 1.4319,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.0669,                0.74684,                 1.1569,                0.75879,                0.69705,                0.74875,                0.44441,                 1.4425,                 1.0707,                 1.4323,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0721,                 0.7487,                 1.1571,                0.75682,                0.69824,                0.74918,                0.44424,                 1.4423,                 1.0714,                 1.4322,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0569,                0.74406,                 1.1517,                0.75506,                0.69839,                0.74916,                0.44425,                 1.4423,                 1.0715,                 1.4321,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.0656,                0.74471,                 1.1549,                0.75836,                0.69725,                0.74976,                0.44365,                  1.443,                 1.0714,                 1.4327,               0.006733,               0.006733,               0.006733
                    167,                 1.0635,                0.74133,                 1.1556,                0.75835,                0.69837,                0.74964,                0.44372,                 1.4432,                 1.0717,                 1.4329,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0508,                 0.7401,                 1.1488,                0.75701,                0.69811,                0.74923,                0.44378,                 1.4438,                 1.0721,                 1.4334,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.0557,                0.73771,                   1.15,                0.75591,                0.69894,                0.74923,                0.44381,                  1.444,                 1.0723,                  1.434,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.0516,                0.73495,                 1.1473,                  0.758,                0.69729,                 0.7486,                 0.4436,                 1.4443,                 1.0723,                 1.4344,              0.0066538,              0.0066538,              0.0066538
                    171,                  1.061,                0.74254,                 1.1553,                0.75925,                0.69785,                0.74946,                0.44353,                  1.445,                 1.0732,                  1.435,               0.006634,               0.006634,               0.006634
                    172,                 1.0547,                0.73918,                 1.1477,                0.75714,                0.69765,                0.74901,                 0.4435,                 1.4452,                 1.0734,                 1.4356,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.0471,                0.72939,                  1.149,                0.75419,                0.70058,                 0.7485,                0.44357,                 1.4456,                 1.0738,                 1.4359,              0.0065944,              0.0065944,              0.0065944
                    174,                  1.053,                0.73831,                 1.1495,                0.75576,                 0.6975,                0.74786,                0.44314,                 1.4456,                 1.0744,                  1.436,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.0481,                0.73333,                 1.1474,                0.75628,                 0.6982,                  0.748,                0.44321,                 1.4461,                 1.0744,                 1.4363,              0.0065548,              0.0065548,              0.0065548
                    176,                   1.05,                0.73178,                 1.1482,                0.75637,                0.69812,                 0.7472,                0.44301,                 1.4468,                 1.0748,                 1.4369,               0.006535,               0.006535,               0.006535
                    177,                 1.0455,                0.72801,                  1.145,                0.75642,                 0.6982,                0.74677,                0.44303,                  1.447,                 1.0754,                  1.437,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.0428,                0.72895,                 1.1457,                0.75799,                0.69724,                0.74685,                 0.4429,                 1.4469,                 1.0752,                  1.437,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.0418,                0.72744,                 1.1418,                0.75799,                0.69746,                0.74645,                0.44296,                  1.447,                 1.0754,                 1.4372,              0.0064756,              0.0064756,              0.0064756
                    180,                  1.042,                0.72444,                 1.1381,                0.76027,                0.69637,                0.74646,                0.44274,                 1.4469,                 1.0762,                 1.4377,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.0442,                0.72968,                 1.1432,                0.75951,                0.69709,                 0.7461,                0.44273,                 1.4471,                 1.0763,                  1.438,               0.006436,               0.006436,               0.006436
                    182,                 1.0444,                0.72315,                 1.1451,                0.75818,                0.69875,                0.74542,                0.44227,                 1.4479,                  1.076,                 1.4386,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.0389,                0.72751,                 1.1432,                0.75868,                0.69996,                0.74567,                0.44259,                 1.4482,                 1.0766,                 1.4391,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.0363,                0.71919,                  1.139,                0.75853,                0.69824,                0.74504,                0.44248,                 1.4484,                 1.0774,                 1.4394,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.0358,                0.71766,                 1.1381,                0.75773,                0.69942,                0.74517,                0.44249,                 1.4486,                 1.0778,                 1.4398,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.0334,                0.71881,                 1.1353,                0.75755,                0.70045,                0.74532,                0.44262,                 1.4485,                 1.0788,                 1.4394,               0.006337,               0.006337,               0.006337
                    187,                 1.0323,                0.71446,                 1.1395,                0.75719,                0.70084,                0.74504,                0.44243,                 1.4486,                 1.0795,                 1.4393,              0.0063172,              0.0063172,              0.0063172
