                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.4521,                  1.342,                  1.445,                0.65226,                0.58889,                0.64443,                0.34103,                 1.5928,                 1.3935,                  1.545,              0.0097822,              0.0097822,              0.0097822
                     13,                  1.446,                 1.3205,                 1.4381,                0.69214,                0.61632,                0.68198,                0.36969,                 1.5788,                 1.2644,                 1.5417,              0.0097624,              0.0097624,              0.0097624
                     14,                 1.4408,                 1.3078,                  1.432,                0.69342,                0.62659,                0.68631,                0.36672,                 1.5679,                 1.2652,                 1.5525,              0.0097426,              0.0097426,              0.0097426
                     15,                 1.4315,                  1.288,                 1.4268,                0.69644,                0.62576,                0.68588,                0.36639,                 1.5774,                 1.2366,                 1.5196,              0.0097228,              0.0097228,              0.0097228
                     16,                 1.4184,                 1.2676,                  1.417,                0.69875,                0.63038,                 0.6886,                0.37369,                 1.5625,                 1.2335,                 1.5166,               0.009703,               0.009703,               0.009703
                     17,                  1.415,                  1.266,                  1.418,                 0.6984,                0.64613,                0.70418,                0.38149,                  1.549,                  1.204,                 1.5058,              0.0096832,              0.0096832,              0.0096832
                     18,                 1.4052,                 1.2458,                 1.4087,                0.69606,                0.63436,                0.69888,                0.38204,                 1.5328,                 1.2201,                 1.4895,              0.0096634,              0.0096634,              0.0096634
                     19,                 1.3972,                   1.23,                 1.3956,                0.70299,                0.64644,                0.70447,                0.38602,                 1.5478,                 1.1774,                 1.5157,              0.0096436,              0.0096436,              0.0096436
                     20,                 1.3993,                 1.2118,                 1.3982,                0.70173,                0.65583,                0.71572,                0.39583,                 1.5139,                 1.1721,                 1.4906,              0.0096238,              0.0096238,              0.0096238
                     21,                 1.3835,                  1.213,                  1.392,                0.71719,                0.65802,                0.72116,                0.39601,                 1.5221,                 1.1613,                 1.4864,               0.009604,               0.009604,               0.009604
                     22,                 1.3861,                 1.2047,                 1.3884,                0.72006,                0.65483,                0.71684,                0.39751,                   1.51,                 1.1654,                 1.4819,              0.0095842,              0.0095842,              0.0095842
                     23,                 1.3727,                 1.1914,                  1.381,                0.73216,                0.65172,                0.73032,                 0.4007,                 1.5232,                 1.1587,                 1.4723,              0.0095644,              0.0095644,              0.0095644
                     24,                 1.3713,                 1.1895,                 1.3832,                0.73323,                0.64902,                0.72528,                0.40306,                 1.5107,                 1.1401,                 1.4835,              0.0095446,              0.0095446,              0.0095446
                     25,                 1.3618,                 1.1702,                 1.3789,                0.72819,                0.66553,                0.73689,                0.41167,                 1.5071,                 1.1181,                  1.473,              0.0095248,              0.0095248,              0.0095248
                     26,                 1.3636,                  1.166,                  1.375,                0.72782,                0.66599,                0.73482,                0.41146,                 1.4849,                 1.1259,                  1.465,               0.009505,               0.009505,               0.009505
                     27,                 1.3521,                 1.1587,                 1.3681,                0.73295,                0.67553,                0.74294,                0.41444,                 1.4907,                 1.1063,                 1.4534,              0.0094852,              0.0094852,              0.0094852
                     28,                 1.3532,                 1.1481,                 1.3673,                0.73894,                0.66959,                 0.7445,                0.41733,                 1.4832,                 1.0924,                 1.4552,              0.0094654,              0.0094654,              0.0094654
                     29,                 1.3476,                 1.1434,                 1.3644,                0.75611,                0.67436,                0.75013,                0.42237,                 1.4771,                 1.0924,                 1.4488,              0.0094456,              0.0094456,              0.0094456
                     30,                 1.3398,                 1.1249,                 1.3595,                0.73618,                0.67912,                0.74582,                0.42305,                  1.478,                 1.0865,                 1.4495,              0.0094258,              0.0094258,              0.0094258
                     31,                  1.338,                 1.1256,                  1.354,                0.74284,                0.67926,                0.75484,                0.42522,                 1.4706,                 1.0761,                 1.4398,               0.009406,               0.009406,               0.009406
                     32,                 1.3435,                 1.1257,                 1.3563,                0.74847,                0.67912,                0.75303,                0.42381,                  1.477,                 1.0756,                 1.4477,              0.0093862,              0.0093862,              0.0093862
                     33,                 1.3331,                 1.1026,                  1.346,                0.75021,                0.69224,                0.75927,                0.42803,                 1.4682,                 1.0611,                 1.4433,              0.0093664,              0.0093664,              0.0093664
                     34,                 1.3171,                 1.1152,                 1.3456,                0.75451,                  0.683,                0.75921,                 0.4321,                 1.4608,                 1.0495,                 1.4342,              0.0093466,              0.0093466,              0.0093466
                     35,                 1.3213,                 1.1016,                 1.3422,                0.75002,                 0.6876,                0.76203,                0.43417,                 1.4551,                 1.0492,                 1.4366,              0.0093268,              0.0093268,              0.0093268
                     36,                 1.3134,                 1.0911,                 1.3394,                0.75386,                0.69174,                0.76223,                0.43453,                 1.4597,                 1.0433,                 1.4391,               0.009307,               0.009307,               0.009307
                     37,                 1.3153,                 1.0939,                 1.3368,                0.76072,                0.69464,                0.77033,                0.44024,                 1.4511,                  1.027,                 1.4316,              0.0092872,              0.0092872,              0.0092872
                     38,                 1.3056,                 1.0829,                 1.3353,                0.76044,                0.68581,                0.76717,                0.43768,                  1.446,                 1.0341,                 1.4296,              0.0092674,              0.0092674,              0.0092674
                     39,                 1.2984,                 1.0635,                 1.3259,                0.76224,                0.68699,                0.76301,                0.43637,                 1.4569,                 1.0279,                 1.4325,              0.0092476,              0.0092476,              0.0092476
                     40,                 1.2982,                 1.0643,                  1.325,                0.74631,                0.70165,                0.76214,                0.43951,                 1.4473,                 1.0237,                 1.4292,              0.0092278,              0.0092278,              0.0092278
                     41,                  1.306,                 1.0562,                 1.3285,                0.75367,                0.68827,                0.76443,                0.43976,                 1.4557,                 1.0182,                 1.4351,               0.009208,               0.009208,               0.009208
                     42,                 1.2956,                 1.0496,                 1.3176,                0.76122,                0.68897,                0.76475,                0.44239,                 1.4473,                 1.0203,                 1.4232,              0.0091882,              0.0091882,              0.0091882
                     43,                 1.2996,                 1.0478,                 1.3207,                0.76318,                 0.6945,                0.76989,                0.44411,                 1.4424,                 1.0122,                 1.4233,              0.0091684,              0.0091684,              0.0091684
                     44,                 1.2888,                 1.0525,                 1.3189,                0.77038,                0.69622,                0.77109,                0.44319,                 1.4437,                 1.0105,                 1.4271,              0.0091486,              0.0091486,              0.0091486
                     45,                 1.2814,                 1.0322,                 1.3089,                0.77555,                0.69533,                0.77327,                0.44615,                 1.4436,                0.99962,                 1.4266,              0.0091288,              0.0091288,              0.0091288
                     46,                 1.2803,                 1.0307,                 1.3083,                0.76765,                0.69999,                 0.7727,                0.44617,                 1.4418,                 0.9998,                 1.4244,               0.009109,               0.009109,               0.009109
                     47,                 1.2808,                 1.0364,                 1.3082,                 0.7526,                0.70526,                0.77058,                0.44709,                 1.4341,                 1.0045,                 1.4155,              0.0090892,              0.0090892,              0.0090892
                     48,                 1.2729,                 1.0206,                 1.3072,                0.76215,                0.71237,                0.77882,                0.44856,                  1.436,                0.98719,                  1.418,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.2765,                 1.0148,                  1.305,                0.76082,                0.72225,                0.77884,                0.45002,                 1.4375,                0.97931,                 1.4211,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.2648,                 1.0088,                 1.2995,                0.76981,                0.71192,                0.77803,                0.44999,                 1.4413,                0.97605,                  1.423,              0.0090298,              0.0090298,              0.0090298
                     51,                 1.2709,                 1.0084,                 1.3026,                0.76495,                0.70875,                0.77628,                 0.4485,                 1.4397,                0.97988,                 1.4205,                0.00901,                0.00901,                0.00901
                     52,                 1.2684,                 0.9985,                 1.2998,                0.76152,                0.70948,                0.77639,                0.44968,                 1.4409,                0.97653,                 1.4231,              0.0089902,              0.0089902,              0.0089902
                     53,                 1.2626,                 1.0019,                 1.2986,                0.75481,                0.71151,                0.77396,                0.45001,                 1.4389,                 0.9738,                 1.4221,              0.0089704,              0.0089704,              0.0089704
                     54,                  1.253,                0.99358,                 1.2941,                0.76132,                0.71263,                0.77704,                0.45092,                 1.4336,                0.97377,                 1.4175,              0.0089506,              0.0089506,              0.0089506
                     55,                 1.2568,                0.99262,                  1.297,                0.76183,                 0.7165,                0.77857,                0.45178,                 1.4331,                0.96938,                 1.4204,              0.0089308,              0.0089308,              0.0089308
                     56,                 1.2541,                0.98391,                 1.2892,                0.74964,                0.72052,                 0.7774,                 0.4512,                 1.4321,                0.96691,                 1.4166,               0.008911,               0.008911,               0.008911
                     57,                 1.2578,                0.98234,                 1.2896,                0.76834,                0.70532,                0.77828,                0.45326,                 1.4267,                0.96233,                 1.4104,              0.0088912,              0.0088912,              0.0088912
                     58,                 1.2524,                0.97556,                 1.2872,                 0.7702,                0.70112,                0.77676,                0.45266,                 1.4302,                0.96254,                 1.4127,              0.0088714,              0.0088714,              0.0088714
                     59,                 1.2486,                0.97781,                 1.2852,                0.75886,                0.71718,                 0.7772,                0.45322,                 1.4286,                0.96387,                 1.4123,              0.0088516,              0.0088516,              0.0088516
                     60,                 1.2497,                0.97514,                  1.284,                0.76014,                0.71434,                 0.7752,                0.45303,                 1.4281,                0.96381,                 1.4126,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.2426,                0.96071,                 1.2856,                0.76861,                 0.7137,                0.77863,                0.45385,                 1.4273,                0.95656,                 1.4104,               0.008812,               0.008812,               0.008812
                     62,                 1.2381,                0.95983,                 1.2801,                0.76472,                0.71426,                0.77786,                0.45427,                 1.4241,                 0.9571,                 1.4062,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.2404,                0.95427,                 1.2738,                0.76287,                0.71359,                0.77729,                 0.4548,                 1.4253,                0.95614,                 1.4075,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.2375,                0.96018,                 1.2766,                 0.7694,                0.71476,                0.77826,                0.45428,                 1.4275,                0.95569,                 1.4101,              0.0087526,              0.0087526,              0.0087526
                     65,                 1.2322,                0.95182,                 1.2767,                0.77505,                0.71124,                0.77831,                0.45603,                  1.425,                0.95423,                 1.4091,              0.0087328,              0.0087328,              0.0087328
                     66,                 1.2233,                0.94419,                 1.2688,                0.76196,                0.71781,                 0.7792,                0.45649,                 1.4255,                0.95307,                 1.4089,               0.008713,               0.008713,               0.008713
                     67,                 1.2316,                0.93957,                  1.272,                0.76006,                0.72065,                0.77943,                0.45665,                  1.428,                 0.9499,                 1.4098,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.2299,                0.94309,                 1.2735,                0.75888,                0.72544,                0.78034,                0.45611,                  1.428,                0.95013,                   1.41,              0.0086734,              0.0086734,              0.0086734
                     69,                 1.2154,                0.93168,                  1.267,                0.76478,                0.71789,                0.77943,                 0.4564,                 1.4276,                0.94915,                 1.4092,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.2183,                0.92832,                  1.263,                0.76585,                0.71667,                0.77883,                0.45606,                 1.4266,                0.94644,                 1.4108,              0.0086338,              0.0086338,              0.0086338
                     71,                  1.213,                0.93082,                 1.2632,                0.76644,                0.71964,                0.77839,                0.45607,                 1.4276,                0.94514,                 1.4128,               0.008614,               0.008614,               0.008614
                     72,                 1.2127,                0.92736,                 1.2632,                0.76574,                0.71841,                0.77759,                 0.4562,                 1.4271,                0.94431,                 1.4122,              0.0085942,              0.0085942,              0.0085942
                     73,                 1.2056,                0.91749,                 1.2573,                0.76099,                0.72037,                0.77788,                0.45659,                 1.4287,                 0.9441,                 1.4144,              0.0085744,              0.0085744,              0.0085744
                     74,                 1.2165,                0.92858,                 1.2612,                0.76386,                0.71931,                 0.7784,                0.45728,                 1.4286,                0.94262,                 1.4141,              0.0085546,              0.0085546,              0.0085546
                     75,                 1.2088,                0.92005,                 1.2543,                 0.7635,                0.72158,                 0.7785,                0.45669,                 1.4282,                0.94263,                 1.4138,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.1998,                0.90101,                 1.2538,                0.76469,                0.72265,                0.77884,                0.45636,                 1.4287,                0.94175,                 1.4148,               0.008515,               0.008515,               0.008515
                     77,                 1.2028,                0.90238,                 1.2539,                0.76484,                0.72489,                0.77889,                0.45708,                  1.429,                0.94012,                 1.4153,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.2064,                0.90859,                 1.2566,                0.76938,                0.72271,                0.77884,                 0.4567,                 1.4279,                0.94014,                 1.4148,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.2061,                0.90511,                 1.2544,                0.76364,                0.72459,                0.77841,                0.45746,                 1.4274,                0.94127,                 1.4146,              0.0084556,              0.0084556,              0.0084556
                     80,                  1.197,                0.90361,                 1.2482,                0.76681,                0.72537,                0.77988,                0.45812,                 1.4265,                0.94014,                 1.4135,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.2014,                0.89486,                 1.2498,                0.76797,                0.72481,                0.77908,                0.45818,                 1.4265,                0.93979,                 1.4136,               0.008416,               0.008416,               0.008416
                     82,                 1.1963,                0.89226,                 1.2504,                 0.7625,                0.72753,                 0.7796,                0.45849,                 1.4269,                0.93827,                  1.414,              0.0083962,              0.0083962,              0.0083962
                     83,                 1.1975,                0.89338,                  1.244,                0.76403,                0.72579,                0.78014,                0.45872,                 1.4265,                0.93867,                 1.4132,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.1924,                0.88808,                 1.2464,                0.76233,                0.72931,                0.78047,                 0.4591,                 1.4261,                0.93807,                  1.413,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.1873,                 0.8786,                 1.2415,                0.76532,                0.72855,                0.78075,                0.45965,                 1.4267,                 0.9372,                 1.4137,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.1835,                0.88072,                  1.244,                0.76677,                0.72668,                0.78078,                0.45936,                 1.4273,                  0.937,                 1.4138,               0.008317,               0.008317,               0.008317
                     87,                 1.1894,                0.87614,                 1.2363,                0.76526,                0.73197,                  0.782,                0.45978,                 1.4278,                0.93538,                 1.4144,              0.0082972,              0.0082972,              0.0082972
                     88,                 1.1817,                0.87472,                 1.2335,                 0.7672,                0.73129,                0.78184,                0.46013,                 1.4278,                0.93423,                 1.4149,              0.0082774,              0.0082774,              0.0082774
                     89,                 1.1816,                0.86971,                 1.2336,                0.76969,                0.72901,                0.78158,                0.46023,                 1.4276,                0.93283,                 1.4152,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.1774,                0.86938,                 1.2348,                0.76934,                0.73051,                0.78118,                0.46042,                 1.4287,                0.93192,                 1.4162,              0.0082378,              0.0082378,              0.0082378
                     91,                 1.1761,                0.87424,                  1.234,                0.76979,                0.73069,                0.78141,                0.46043,                 1.4286,                0.93139,                 1.4167,               0.008218,               0.008218,               0.008218
                     92,                 1.1784,                0.86149,                 1.2333,                0.77081,                0.72735,                0.78182,                0.46081,                 1.4286,                0.93073,                 1.4164,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.1724,                0.86582,                 1.2292,                0.77539,                0.72665,                0.78244,                0.46052,                 1.4289,                0.93057,                  1.416,              0.0081784,              0.0081784,              0.0081784
                     94,                 1.1693,                 0.8588,                 1.2293,                0.77437,                0.72841,                0.78212,                0.46018,                 1.4291,                 0.9295,                 1.4164,              0.0081586,              0.0081586,              0.0081586
                     95,                 1.1665,                0.84955,                 1.2259,                0.77479,                0.72701,                0.78221,                0.46038,                 1.4293,                0.92868,                 1.4166,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.1711,                0.86295,                  1.229,                0.77707,                0.72509,                0.78237,                0.45997,                 1.4301,                0.92794,                 1.4173,               0.008119,               0.008119,               0.008119
                     97,                 1.1689,                0.85598,                 1.2277,                0.77473,                0.72841,                0.78268,                0.46011,                   1.43,                0.92812,                 1.4173,              0.0080992,              0.0080992,              0.0080992
                     98,                 1.1621,                0.85079,                 1.2208,                0.76986,                0.73174,                0.78281,                0.45975,                   1.43,                0.92796,                 1.4171,              0.0080794,              0.0080794,              0.0080794
                     99,                 1.1634,                0.84321,                 1.2263,                0.76993,                0.73071,                0.78258,                0.45994,                 1.4303,                0.92802,                 1.4173,              0.0080596,              0.0080596,              0.0080596
                    100,                 1.1626,                0.83888,                 1.2227,                0.76703,                0.73174,                 0.7829,                0.45977,                 1.4307,                0.92831,                  1.418,              0.0080398,              0.0080398,              0.0080398
                    101,                 1.1583,                0.84319,                 1.2197,                0.76934,                0.73276,                0.78228,                0.45961,                 1.4309,                0.92846,                  1.418,                0.00802,                0.00802,                0.00802
                    102,                 1.1593,                0.84347,                 1.2214,                0.76323,                0.73787,                0.78183,                 0.4595,                 1.4319,                0.92758,                 1.4188,              0.0080002,              0.0080002,              0.0080002
                    103,                 1.1594,                0.83609,                 1.2159,                0.76609,                  0.737,                0.78221,                0.45932,                 1.4314,                0.92772,                 1.4184,              0.0079804,              0.0079804,              0.0079804
                    104,                 1.1561,                 0.8374,                 1.2196,                0.76871,                0.73241,                0.78119,                0.45964,                 1.4318,                0.92787,                 1.4183,              0.0079606,              0.0079606,              0.0079606
                    105,                   1.15,                0.83179,                 1.2149,                0.77324,                0.72999,                0.78116,                0.45961,                 1.4327,                0.92694,                 1.4188,              0.0079408,              0.0079408,              0.0079408
                    106,                  1.147,                0.82991,                 1.2125,                0.77457,                0.72752,                0.78127,                 0.4599,                 1.4328,                0.92647,                 1.4192,               0.007921,               0.007921,               0.007921
                    107,                 1.1507,                 0.8359,                 1.2173,                 0.7764,                0.72683,                0.78163,                0.46017,                 1.4325,                0.92595,                 1.4192,              0.0079012,              0.0079012,              0.0079012
                    108,                 1.1427,                0.82875,                 1.2149,                 0.7755,                0.72727,                0.78088,                 0.4602,                 1.4326,                0.92549,                 1.4194,              0.0078814,              0.0078814,              0.0078814
                    109,                 1.1395,                0.81673,                 1.2106,                 0.7727,                0.72876,                0.78147,                0.45994,                 1.4322,                0.92524,                 1.4196,              0.0078616,              0.0078616,              0.0078616
                    110,                 1.1465,                 0.8254,                 1.2134,                0.77698,                0.72689,                0.78188,                0.46004,                 1.4324,                0.92492,                   1.42,              0.0078418,              0.0078418,              0.0078418
                    111,                 1.1436,                0.81681,                 1.2116,                 0.7758,                0.72599,                0.78147,                0.46027,                 1.4326,                0.92438,                 1.4204,               0.007822,               0.007822,               0.007822
                    112,                 1.1444,                0.81895,                 1.2103,                0.77486,                0.72876,                0.78149,                 0.4603,                 1.4327,                0.92435,                 1.4205,              0.0078022,              0.0078022,              0.0078022
                    113,                 1.1315,                0.81531,                 1.2032,                0.77436,                0.73011,                0.78162,                0.46014,                 1.4325,                0.92445,                 1.4208,              0.0077824,              0.0077824,              0.0077824
                    114,                 1.1394,                0.82037,                 1.2094,                0.77147,                0.73158,                0.78133,                0.46047,                 1.4328,                0.92413,                 1.4211,              0.0077626,              0.0077626,              0.0077626
                    115,                 1.1366,                0.81917,                  1.202,                0.77202,                0.73317,                0.78199,                 0.4604,                 1.4326,                0.92393,                  1.421,              0.0077428,              0.0077428,              0.0077428
                    116,                 1.1337,                0.81183,                 1.2031,                0.77112,                0.73332,                0.78184,                 0.4605,                 1.4324,                0.92444,                 1.4209,               0.007723,               0.007723,               0.007723
                    117,                 1.1303,                0.81217,                  1.202,                0.76975,                0.73373,                0.78213,                0.46037,                 1.4323,                0.92415,                 1.4208,              0.0077032,              0.0077032,              0.0077032
                    118,                  1.132,                0.81274,                  1.205,                0.76891,                0.73436,                0.78194,                0.46028,                 1.4324,                0.92468,                 1.4207,              0.0076834,              0.0076834,              0.0076834
                    119,                 1.1345,                0.81332,                 1.2025,                0.76804,                0.73384,                0.78228,                 0.4604,                 1.4321,                0.92436,                 1.4207,              0.0076636,              0.0076636,              0.0076636
                    120,                 1.1381,                0.80827,                 1.2021,                0.76597,                0.73331,                0.78187,                0.46044,                 1.4316,                0.92412,                 1.4203,              0.0076438,              0.0076438,              0.0076438
                    121,                 1.1206,                 0.7983,                 1.1962,                0.76086,                0.73734,                 0.7821,                0.46037,                  1.431,                0.92411,                   1.42,               0.007624,               0.007624,               0.007624
                    122,                 1.1218,                0.79972,                 1.1947,                0.76087,                0.73761,                0.78242,                0.46043,                 1.4307,                 0.9242,                 1.4199,              0.0076042,              0.0076042,              0.0076042
                    123,                 1.1244,                0.79626,                 1.1949,                0.76153,                0.73734,                0.78233,                 0.4603,                 1.4306,                 0.9236,                 1.4198,              0.0075844,              0.0075844,              0.0075844
                    124,                 1.1129,                0.78946,                 1.1916,                0.76313,                0.73698,                0.78223,                 0.4604,                 1.4299,                0.92392,                 1.4196,              0.0075646,              0.0075646,              0.0075646
                    125,                 1.1179,                0.78706,                 1.1923,                0.76256,                0.73796,                0.78202,                0.46025,                 1.4296,                0.92426,                 1.4193,              0.0075448,              0.0075448,              0.0075448
                    126,                 1.1179,                0.79071,                   1.19,                0.76454,                0.73923,                0.78241,                0.46044,                 1.4294,                0.92399,                 1.4191,               0.007525,               0.007525,               0.007525
                    127,                 1.1154,                0.79731,                 1.1901,                0.76489,                0.74105,                0.78182,                0.46034,                 1.4294,                 0.9235,                 1.4195,              0.0075052,              0.0075052,              0.0075052
                    128,                 1.1118,                0.78128,                 1.1892,                0.76759,                0.73885,                0.78161,                0.46045,                 1.4294,                 0.9234,                 1.4196,              0.0074854,              0.0074854,              0.0074854
                    129,                 1.1152,                0.79083,                  1.194,                0.76861,                  0.737,                0.78133,                0.46036,                  1.429,                0.92327,                 1.4196,              0.0074656,              0.0074656,              0.0074656
                    130,                 1.1155,                0.78851,                   1.19,                0.76618,                0.73892,                0.78185,                0.46032,                 1.4291,                0.92351,                 1.4198,              0.0074458,              0.0074458,              0.0074458
                    131,                 1.1097,                0.78567,                 1.1879,                0.76683,                0.73838,                0.78163,                 0.4604,                 1.4294,                0.92354,                 1.4204,               0.007426,               0.007426,               0.007426
                    132,                 1.1132,                0.77937,                 1.1844,                 0.7676,                0.73892,                0.78178,                0.46055,                 1.4293,                0.92346,                 1.4207,              0.0074062,              0.0074062,              0.0074062
                    133,                 1.1098,                0.78276,                 1.1881,                0.76782,                0.73699,                0.78179,                0.46039,                 1.4291,                0.92354,                 1.4205,              0.0073864,              0.0073864,              0.0073864
                    134,                 1.1082,                0.77676,                 1.1852,                0.76729,                0.73717,                0.78152,                0.46067,                 1.4295,                0.92285,                 1.4206,              0.0073666,              0.0073666,              0.0073666
                    135,                 1.1058,                0.77634,                 1.1802,                0.76637,                0.73862,                0.78091,                0.46048,                 1.4284,                0.92276,                 1.4198,              0.0073468,              0.0073468,              0.0073468
                    136,                 1.1047,                0.77539,                 1.1878,                0.76754,                0.73717,                0.78066,                0.46048,                 1.4289,                0.92276,                 1.4202,               0.007327,               0.007327,               0.007327
                    137,                 1.0995,                0.76728,                 1.1802,                 0.7686,                0.73629,                0.78031,                0.46008,                 1.4295,                0.92264,                 1.4207,              0.0073072,              0.0073072,              0.0073072
                    138,                 1.0976,                0.77505,                 1.1844,                0.76713,                0.73769,                0.78062,                0.46016,                 1.4306,                0.92184,                 1.4221,              0.0072874,              0.0072874,              0.0072874
                    139,                 1.0987,                 0.7702,                 1.1786,                0.76905,                0.73613,                0.78054,                 0.4602,                 1.4302,                0.92189,                 1.4218,              0.0072676,              0.0072676,              0.0072676
                    140,                 1.0954,                0.77315,                 1.1772,                0.76968,                0.73456,                0.77987,                0.46006,                 1.4301,                0.92208,                 1.4213,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.0974,                0.76774,                 1.1801,                0.77199,                0.73281,                0.77992,                0.46005,                 1.4305,                0.92215,                 1.4215,               0.007228,               0.007228,               0.007228
                    142,                 1.0942,                0.76388,                 1.1775,                0.77315,                0.73245,                0.78039,                0.46019,                 1.4309,                0.92163,                 1.4218,              0.0072082,              0.0072082,              0.0072082
